PROVINCIE,link organisatie,type org,naam,adres,postcode,plaats,posx,posY,provincie,telf,regio
Groningen,"/zorgorganisatie/805303/fysiotherapiepraktijk/haren/haas-siefers-fysiotherapie-haptonomie-p-de",fysiotherapiepraktijk,Haas-Siefers Fysiotherapie-Haptonomie P de - Haren GN,Viaductweg 50,9751 HS ,Haren GN,53.150295,6.630169,,050-4061903,
Groningen,"/zorgorganisatie/794788/fysiotherapiepraktijk/haren/eimers-praktijk-v-fysiotherapie-en-sportfysiotherapie-e-f",fysiotherapiepraktijk,Eimers Praktijk v. Fysiotherapie en Sportfysiotherapie E.F. - Haren GN,Hugo de Vriesweg 37,9751 PR ,Haren GN,53.178024,6.608755,,050-5343646,
Groningen,"/zorgorganisatie/793259/fysiotherapiepraktijk/haren/groepspraktijk-fysiotherapie",fysiotherapiepraktijk,Groepspraktijk Fysiotherapie - Haren GN,Middelhorsterweg 2,9751 TE ,Haren GN,53.173573,6.615654,,050-5349431,
Groningen,"/zorgorganisatie/805317/fysiotherapiepraktijk/haren/salavati-fysiotherapiepraktijk",fysiotherapiepraktijk,Salavati Fysiotherapiepraktijk - Haren GN,Onnerweg 68,9751 VE ,Haren GN,53.166573,6.618846,,050-5370833,
Groningen,"/zorgorganisatie/805699/fysiotherapiepraktijk/haren/wagenaar-fysiotherapie",fysiotherapiepraktijk,Wagenaar Fysiotherapie - Haren GN,Hooftlaan 73,9752 GC ,Haren GN,53.173592,6.597862,,06-12530637,
Groningen,"/zorgorganisatie/805316/fysiotherapiepraktijk/haren/dusink-hiske",fysiotherapiepraktijk,Dusink Hiske - Haren GN,Meerweg 58/a,9752 JJ ,Haren GN,53.164326,6.584369,,050-5342123,
Groningen,"/zorgorganisatie/796834/fysiotherapiepraktijk/haren/groen-praktijk-voor-fysiotherapie-h-k",fysiotherapiepraktijk,Groen Praktijk voor Fysiotherapie H.K. - Haren GN,Hemsterhuislaan 6,9752 ND ,Haren GN,53.166080,6.603224,,050-5350606,
Groningen,"/zorgorganisatie/807478/logopediepraktijk/haren/achttienribbe",logopediepraktijk,Achttienribbe - Haren GN,Jachtlaan 26,9751 BT ,Haren GN,53.170292,6.612194,,050-5343691,
Groningen,"/zorgorganisatie/807479/logopediepraktijk/haren/logopediepraktijk-haren",logopediepraktijk,Logopediepraktijk Haren - Haren GN,Rijksstraatweg 17,9752 AA ,Haren GN,53.160294,6.613614,,050-5346682,
Groningen,"/zorgorganisatie/807484/logopediepraktijk/haren/logopediepraktijk-sylke-korn-centrum-voor-kindertherapie",logopediepraktijk,Logopediepraktijk Sylke Korn / Centrum voor Kindertherapie - Haren GN,Hooftlaan 73,9752 GC ,Haren GN,53.173592,6.597862,,050-7503679,
Groningen,"/zorgorganisatie/807480/logopediepraktijk/haren/vocalis-training-stem",logopediepraktijk,Vocalis Training Stem - Haren GN,Wederikweg 118,9753 AG ,Haren GN,53.175259,6.620197,,050-5352842,
Groningen,"/zorgorganisatie/811604/psychologenpraktijk/haren/vries-f-de",psychologenpraktijk,Vries F de - Haren GN,Stationsweg 33,9751 CB ,Haren GN,53.173164,6.612622,,050-5277244,
Groningen,"/zorgorganisatie/811593/psychologenpraktijk/haren/boer-benders-psychologen-praktijk-t-zunneke-i-den",psychologenpraktijk,Boer-Benders Psychologen Praktijk 't Zunneke I den - Haren GN,Rijksstraatweg 353,9752 CH ,Haren GN,53.160294,6.613614,,050-4063001,
Groningen,"/zorgorganisatie/811605/psychologenpraktijk/haren/bongerd-therapeutische-praktijk-de",psychologenpraktijk,Bongerd Therapeutische Praktijk de - Haren GN,Bongerd 24,9753 CA ,Haren GN,53.176670,6.625448,,050-5350131,
Groningen,"/zorgorganisatie/796068/psychologenpraktijk/haren/emergo-praktijk",psychologenpraktijk,Emergo Praktijk - Haren GN,Borgsingel 22,9753 CE ,Haren GN,53.179054,6.628090,,050-5351015,
Groningen,"/zorgorganisatie/812253/revalidatiecentrum/haren/visio",revalidatiecentrum,Visio - Haren GN,Postbus 144,9750 AC ,Haren GN,51.857498,5.015930,,050-5997100,
Groningen,"/zorgorganisatie/6840/revalidatiecentrum/haren/centrum-voor-revalidatie-azg",revalidatiecentrum,Centrum Voor Revalidatie - Azg - Haren GN,Dilgtweg 5,9751 ND ,Haren GN,53.182953,6.597291,,050-5338911,
Groningen,"/zorgorganisatie/6840/revalidatiecentrum/haren/centrum-voor-revalidatie-azg",revalidatiecentrum,Centrum Voor Revalidatie - Azg - Haren GN,Dilgtweg 5,9751 ND ,Haren GN,53.182953,6.597291,,050-5338911,
Groningen,"/zorgorganisatie/6840/revalidatiecentrum/haren/centrum-voor-revalidatie-azg",revalidatiecentrum,Centrum Voor Revalidatie - Azg - Haren GN,Dilgtweg 5,9751 ND ,Haren GN,53.182953,6.597291,,050-5338911,
Groningen,"/zorgorganisatie/805302/fysiotherapiepraktijk/harkstede/fysiotherapie-a-manuele-therapie-harkstede",fysiotherapiepraktijk,Fysiotherapie & Manuele Therapie Harkstede - Harkstede,Schout Poelmanweg 2,9617 BK ,Harkstede,53.214012,6.698746,,050-4042537,
Groningen,"/zorgorganisatie/811592/psychologenpraktijk/harkstede/innerworks",psychologenpraktijk,Innerworks - Harkstede,Agnesa van Laersingel 16,9617 ES ,Harkstede,53.207870,6.693464,,050-4042008,
Groningen,"/zorgorganisatie/805671/fysiotherapiepraktijk/heiligerlee/asterloo-kliniek-voor-dierfysiotherapie-en-chiropractie",fysiotherapiepraktijk,Asterloo Kliniek voor Dierfysiotherapie en Chiropractie - Heiligerlee,Halteweg 2/a,9677 RH ,Heiligerlee,53.155121,6.998764,,0597-422511,
Groningen,"/zorgorganisatie/811787/psychologenpraktijk/hellum/psychologiepraktijk-veenstra",psychologenpraktijk,Psychologiepraktijk Veenstra - Hellum,Hoofdweg 2/a,9627 PD ,Hellum,53.243298,6.842717,,0598-430333,
Groningen,"/zorgorganisatie/795151/fysiotherapiepraktijk/hoogezand/ploegsma-praktijk-voor-fysiotherapie-a-o",fysiotherapiepraktijk,Ploegsma Praktijk voor Fysiotherapie A.O. - Hoogezand,Johan de Wittlaan 6,9601 AV ,Hoogezand,53.162720,6.758166,,0598-382000,
Groningen,"/zorgorganisatie/794766/fysiotherapiepraktijk/hoogezand/training-a-therapie",fysiotherapiepraktijk,Training & Therapie - Hoogezand,Meint Veningastraat 113,9601 KE ,Hoogezand,53.163395,6.748029,,0598-397452,
Groningen,"/zorgorganisatie/795350/fysiotherapiepraktijk/hoogezand/knol-bruins-a-lankhorst-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Knol Bruins & Lankhorst Praktijk voor Fysiotherapie - Hoogezand,Meint Veningastraat 138,9601 KJ ,Hoogezand,53.163437,6.754763,,0598-396995,
Groningen,"/zorgorganisatie/793268/fysiotherapiepraktijk/hoogezand/praktijk-voor-fysiotherapie-van-dijk",fysiotherapiepraktijk,Praktijk voor Fysiotherapie van Dijk - Hoogezand,Astronautenlaan 73,9602 EP ,Hoogezand,53.148365,6.740480,,0598-324040,
Groningen,"/zorgorganisatie/805675/fysiotherapiepraktijk/hoogezand/praktijk-voor-psychosomatiek",fysiotherapiepraktijk,Praktijk voor Psychosomatiek - Hoogezand,Telstar 23,9602 ZS ,Hoogezand,53.150475,6.733314,,0598-351574,
Groningen,"/zorgorganisatie/796040/fysiotherapiepraktijk/hoogezand/fysiotherapiepraktijk-t-stadshart",fysiotherapiepraktijk,Fysiotherapiepraktijk 't Stadshart - Hoogezand,Gorecht-Oost 3,9603 AB ,Hoogezand,53.157055,6.756766,,0598-351200,
Groningen,"/zorgorganisatie/805676/fysiotherapiepraktijk/hoogezand/healthcity-hoogezand",fysiotherapiepraktijk,Healthcity Hoogezand - Hoogezand,Nieuweweg 8,9603 BM ,Hoogezand,53.155457,6.760882,,0598-380780,
Groningen,"/zorgorganisatie/791604/ggz-instelling/hoogezand/lentis-zorggroep-linis-locatie-hoogezand",ggz-instelling,Lentis Zorggroep Linis locatie Hoogezand - Hoogezand,Gorecht-Oost 175,9603 AE ,Hoogezand,53.154461,6.755603,,088-1143000,
Groningen,"/zorgorganisatie/811897/psychologenpraktijk/hoogezand/valkema-coaching-a-counseling",psychologenpraktijk,Valkema Coaching & Counseling - Hoogezand,Johannes Vermeerstraat 6,9601 VC ,Hoogezand,53.166283,6.765895,,06-25044780,
Groningen,"/zorgorganisatie/811780/psychologenpraktijk/hornhuizen/psychopraxis",psychologenpraktijk,Psychopraxis - Hornhuizen,Tammingastraat 51,9978 PB ,Hornhuizen,53.388081,6.361721,,0595-481961,
Groningen,"/zorgorganisatie/796380/fysiotherapiepraktijk/leek/amesz-praktijk-voor-fysiotherapie-r",fysiotherapiepraktijk,Amesz Praktijk voor Fysiotherapie R. - Leek,De Hulstlaan 2,9351 EB ,Leek,53.161804,6.385006,,0594-518322,
Groningen,"/zorgorganisatie/793502/fysiotherapiepraktijk/leek/wilhelmlaan-fysiotherapeutisch-centrum",fysiotherapiepraktijk,Wilhelmlaan Fysiotherapeutisch Centrum - Leek,George Wilhelmlaan 1-c,9351 GJ ,Leek,53.162643,6.378911,,0594-516304,
Groningen,"/zorgorganisatie/805659/fysiotherapiepraktijk/leek/annema-fysiotherapie-j",fysiotherapiepraktijk,Annema Fysiotherapie J - Leek,Grietenij 43,9351 JC ,Leek,53.159618,6.373365,,0594-512211,
Groningen,"/zorgorganisatie/805660/fysiotherapiepraktijk/leek/fitkids-leek",fysiotherapiepraktijk,Fitkids Leek - Leek,Oldenoert 51,9351 KV ,Leek,53.166203,6.367395,,0594-513804,
Groningen,"/zorgorganisatie/797089/fysiotherapiepraktijk/leek/therapeuticum-oldenoert",fysiotherapiepraktijk,Therapeuticum Oldenoert - Leek,Oldenoert 51,9351 KV ,Leek,53.166203,6.367395,,0594-518444,
Groningen,"/zorgorganisatie/807615/logopediepraktijk/leek/velthuis-praktijk-voor-logopedie-leek-h-m",logopediepraktijk,Velthuis Praktijk voor Logopedie Leek H M - Leek,Swarte Ruiters 10,9351 NN ,Leek,53.168598,6.368803,,0594-516452,
Groningen,"/zorgorganisatie/811776/psychologenpraktijk/leek/hoevers-a-dussel-psychologenpraktijk",psychologenpraktijk,Hoevers & Dussel Psychologenpraktijk - Leek,Industriepark 5/b,9351 PA ,Leek,53.167316,6.377543,,0594-614973,
Groningen,"/zorgorganisatie/811775/psychologenpraktijk/leek/menting-psychologische-advies-praktijk",psychologenpraktijk,Menting Psychologische Advies Praktijk - Leek,Wethouder I Hutstraat 123,9351 RD ,Leek,53.167324,6.367914,,0594-515293,
Groningen,"/zorgorganisatie/797077/fysiotherapiepraktijk/leens/fysiotherapie-leens",fysiotherapiepraktijk,Fysiotherapie Leens - Leens,Notaris A.H. Agessingel 3,9965 RC ,Leens,53.360401,6.379884,,0595-571770,
Groningen,"/zorgorganisatie/805668/fysiotherapiepraktijk/loppersum/dekker-en-s-hanemaaijer-fysiotherapie-j",fysiotherapiepraktijk,Dekker en S Hanemaaijer Fysiotherapie J - Loppersum,De Schepperij 2,9919 HJ ,Loppersum,53.332996,6.748369,,0596-572966,
Groningen,"/zorgorganisatie/805663/fysiotherapiepraktijk/marum/fysiotherapeutenpraktijk-van-smeden",fysiotherapiepraktijk,Fysiotherapeutenpraktijk van Smeden - Marum,Hoornweg 11/a,9363 EC ,Marum,53.142910,6.258654,,0594-642988,
Groningen,"/zorgorganisatie/793653/fysiotherapiepraktijk/marum/gezondheidscentrum-vitamarum",fysiotherapiepraktijk,Gezondheidscentrum VitaMarum - Marum,Kamperfoelielaan 2,9363 EV ,Marum,53.142956,6.257605,,0594-642111,
Groningen,"/zorgorganisatie/811615/psychologenpraktijk/marum/gaijkema-psycholoog-psychotherapeut-drs-m-p",psychologenpraktijk,Gaijkema Psycholoog/psychotherapeut Drs M P - Marum,Kamperfoelielaan 2,9363 EV ,Marum,53.142956,6.257605,,050-5779773,
Groningen,"/zorgorganisatie/812230/revalidatiecentrum/marum/coma-wake-up",revalidatiecentrum,Coma Wake Up - Marum,Beukenlaan 39,9363 CG ,Marum,53.142597,6.269858,,0594-248663,
Groningen,"/zorgorganisatie/794154/fysiotherapiepraktijk/meeden/centrum-provitaal",fysiotherapiepraktijk,Centrum Provitaal - Meeden,Meidoornlaan 2,9651 AX ,Meeden,53.139629,6.928316,,0598-613172,
Groningen,"/zorgorganisatie/795474/fysiotherapiepraktijk/middelstum/praktijk-voor-fysiotherapie-den-ommelanden",fysiotherapiepraktijk,Praktijk voor Fysiotherapie Den Ommelanden - Middelstum,Menthedaweg 9,9991 BD ,Middelstum,53.346348,6.639014,,0595-551905/0800-0005757,
Groningen,"/zorgorganisatie/795377/fysiotherapiepraktijk/midwolda/jonge-praktijk-voor-fysiotherapie-j-h-de",fysiotherapiepraktijk,Jonge Praktijk voor Fysiotherapie J.H. de - Midwolda,Hoethslaan 2-a,9681 CM ,Midwolda,53.193905,7.012560,,0597-552281,
Groningen,"/zorgorganisatie/794921/fysiotherapiepraktijk/muntendam/fysiotherapie-menterwolde",fysiotherapiepraktijk,Fysiotherapie Menterwolde - Muntendam,Julianaplein 1,9649 BX ,Muntendam,53.203217,6.564686,,0598-614908,
Groningen,"/zorgorganisatie/805683/fysiotherapiepraktijk/musselkanaal/fysio-en-manuele-therapie-hoffman-c",fysiotherapiepraktijk,Fysio- en Manuele Therapie Hoffman C - Musselkanaal,Marktkade 101,9581 AW ,Musselkanaal,52.926937,7.016848,,0599-417177,
Groningen,"/zorgorganisatie/793947/fysiotherapiepraktijk/musselkanaal/fysio-en-manuele-therapie-drenth-a-partners",fysiotherapiepraktijk,Fysio- en Manuele therapie Drenth & Partners - Musselkanaal,Technicumstraat 9,9581 BA ,Musselkanaal,52.931870,7.013741,,0599-413114,
Groningen,"/zorgorganisatie/811822/psychologenpraktijk/niekerk-grootegast/add-rem-praktijk-supervisie-adhd-coaching",psychologenpraktijk,Add Rem Praktijk Supervisie/(adhd) Coaching - Niekerk Grootegast,Bloemersmastraat 13,9822 AA ,Niekerk Grootegast,53.226257,6.354300,,06-14694722,
Groningen,"/zorgorganisatie/794330/fysiotherapiepraktijk/nieuwe-pekela/fysiotherapie-maatschap-nieuwe-pekela",fysiotherapiepraktijk,Fysiotherapie Maatschap Nieuwe Pekela - Nieuwe Pekela,Ds Sicco Tjadenstraat C 49,9663 RC ,Nieuwe Pekela,53.073868,6.961719,,0597-646049,
Groningen,"/zorgorganisatie/796320/fysiotherapiepraktijk/nieuweschans/slecht-a-westra-fysiotherapiepraktijk-achterstraat",fysiotherapiepraktijk,Slecht & Westra Fysiotherapiepraktijk Achterstraat - Nieuweschans,Achterstraat 38,9693 CX ,Nieuweschans,53.179287,7.208004,,0597-522151,
Groningen,"/zorgorganisatie/805667/fysiotherapiepraktijk/nieuwolda/atema-fysiotherapie-h-d",fysiotherapiepraktijk,Atema Fysiotherapie H D - Nieuwolda,Menterwoldeweg 15,9944 AX ,Nieuwolda,53.242733,6.974424,,0596-542086,
Groningen,"/zorgorganisatie/793710/fysiotherapiepraktijk/noordbroek/de-drukkerij-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,De Drukkerij Praktijk voor Fysiotherapie - Noordbroek,Zuiderstraat 60,9635 AM ,Noordbroek,53.187946,6.874215,,0598-452111,
Groningen,"/zorgorganisatie/796042/fysiotherapiepraktijk/noordbroek/kieft-pestman-mw-e-j",fysiotherapiepraktijk,Kieft-Pestman mw. E.J. - Noordbroek,Veenweg 1,9635 TS ,Noordbroek,53.197563,6.829829,,0598-452103,
Groningen,"/zorgorganisatie/805655/fysiotherapiepraktijk/noordhorn/fysio-fit",fysiotherapiepraktijk,Fysio-Fit - Noordhorn,Industrieweg 34,9804 TG ,Noordhorn,53.255123,6.392910,,0594-502111,
Groningen,"/zorgorganisatie/807473/logopediepraktijk/noordlaren/aa-praktijk-de-logopedie-dyslexie",logopediepraktijk,Aa Praktijk De/logopedie Dyslexie - Noordlaren,Steegakkers 10,9479 PW ,Noordlaren,53.121574,6.664887,,050-4096416,
Groningen,"/zorgorganisatie/811779/psychologenpraktijk/oldenzijl/psychologische-hulpverlening-groningen",psychologenpraktijk,Psychologische Hulpverlening Groningen - Oldenzijl,Oldenzijlsterweg 10,9986 XM ,Oldenzijl,53.392830,6.712535,,0595-464476,
Groningen,"/zorgorganisatie/794331/fysiotherapiepraktijk/onstwedde/maatschap-fysiotherapie-onstwedde",fysiotherapiepraktijk,Maatschap Fysiotherapie Onstwedde - Onstwedde,Dorpsstraat 39,9591 AR ,Onstwedde,53.037495,7.043128,,0599-332187,
Groningen,"/zorgorganisatie/796203/fysiotherapiepraktijk/onstwedde/slot-eenmanspraktijk-r",fysiotherapiepraktijk,Slot Eenmanspraktijk R. - Onstwedde,Luringstraat 33-a,9591 BB ,Onstwedde,53.038940,7.039165,,0599-332772,
Groningen,"/zorgorganisatie/811784/psychologenpraktijk/oostwold-scheemda/scheemda-psychologische-hulp-a-psychotherapie",psychologenpraktijk,Scheemda Psychologische Hulp & Psychotherapie - Oostwold Scheemda,Huningaweg 26,9682 PB ,Oostwold Scheemda,53.176327,6.972328,,0597-551030,
Groningen,"/zorgorganisatie/805664/fysiotherapiepraktijk/opende/witteborg-rugtherapie-bv",fysiotherapiepraktijk,Witteborg Rugtherapie BV - Opende,Openderweg 20,9865 XE ,Opende,53.166737,6.223760,,0594-657853,
Groningen,"/zorgorganisatie/806341/fysiotherapiepraktijk/opende/wittenborg-rugtherapie-bv",fysiotherapiepraktijk,Wittenborg Rugtherapie BV - Opende,Openderweg 20,9865 XE ,Opende,53.166737,6.223760,,0900-9488326,
Groningen,"/zorgorganisatie/795553/fysiotherapiepraktijk/oude-pekela/hof-husken-a-heukers-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Hof Husken & Heukers Praktijk voor Fysiotherapie - Oude Pekela,Hendrik Westerstraat 150,9665 AT ,Oude Pekela,53.101353,7.006785,,0597-618060,
Groningen,"/zorgorganisatie/805674/fysiotherapiepraktijk/oude-pekela/groepspraktijk-fysio-en-manuele-therapie",fysiotherapiepraktijk,Groepspraktijk Fysio- en Manuele Therapie - Oude Pekela,Raadhuislaan 77,9665 JC ,Oude Pekela,53.105831,7.005131,,0597-612400,
Groningen,"/zorgorganisatie/805293/fysiotherapiepraktijk/paterswolde-haren/baas-fysiek-de",fysiotherapiepraktijk,Baas Fysiek de - Paterswolde Haren,Industrieweg 1,9765 BL ,Paterswolde Haren,53.150154,6.574043,,050-3090599,
Groningen,"/zorgorganisatie/793522/fysiotherapiepraktijk/sappemeer/gaikema-c-s-praktijk-voor-fysiotherapie-g-m",fysiotherapiepraktijk,Gaikema c.s. Praktijk voor Fysiotherapie G.M. - Sappemeer,Noorderstraat 142,9611 AN ,Sappemeer,53.164192,6.795575,,0598-396862,
Groningen,"/zorgorganisatie/797443/fysiotherapiepraktijk/sappemeer/groepspraktijk-voor-fysiotherapie",fysiotherapiepraktijk,Groepspraktijk voor Fysiotherapie - Sappemeer,Klinker 1,9611 LD ,Sappemeer,53.161942,6.782064,,0598-394448,
Groningen,"/zorgorganisatie/811785/psychologenpraktijk/sappemeer/psychologenpraktijk-sappemeer",psychologenpraktijk,Psychologenpraktijk Sappemeer - Sappemeer,Noorderstraat 143,9611 AD ,Sappemeer,53.164227,6.790377,,0598-390986,
Groningen,"/zorgorganisatie/805673/fysiotherapiepraktijk/scheemda/fysio-en-manuele-therapie-fysiofitness-g-van-dijk",fysiotherapiepraktijk,Fysio- en Manuele Therapie Fysiofitness G van Dijk - Scheemda,Kerklaan 15,9679 AD ,Scheemda,53.175083,6.968674,,0597-592636,
Groningen,"/zorgorganisatie/805849/fysiotherapiepraktijk/scheemda/arno-steeman-fysiotherapie",fysiotherapiepraktijk,Arno Steeman Fysiotherapie - Scheemda,Lutkelant 2,9679 VE ,Scheemda,53.158298,6.997708,,06-50436587,
Groningen,"/zorgorganisatie/797355/psychologenpraktijk/sebaldeburen/psychologen-praktijk-westerkwartier",psychologenpraktijk,Psychologen Praktijk Westerkwartier - Sebaldeburen,Buikstede 3,9862 TP ,Sebaldeburen,53.243942,6.293449,,0594-211868,
Groningen,"/zorgorganisatie/805678/fysiotherapiepraktijk/siddeburen/niezink-dijkstra-fysiotherapie",fysiotherapiepraktijk,Niezink-Dijkstra Fysiotherapie - Siddeburen,Reint Dijkemastraat 6,9628 CW ,Siddeburen,53.246590,6.868306,,0598-432666,
Groningen,"/zorgorganisatie/795250/fysiotherapiepraktijk/siddeburen/praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Praktijk voor Fysiotherapie - Siddeburen,Reint Dijkemastraat 6,9628 CW ,Siddeburen,53.246590,6.868306,,0598-432666/430706,
Groningen,"/zorgorganisatie/805677/fysiotherapiepraktijk/slochteren/fysio-manuele-therapie-fmt-de-woldstreek",fysiotherapiepraktijk,Fysio- Manuele Therapie Fmt de Woldstreek - Slochteren,Hoofdweg 83,9621 AD ,Slochteren,53.203815,6.706836,,0598-421816,
Groningen,"/zorgorganisatie/811786/psychologenpraktijk/slochteren/laan-gz-psycholoog-j-j-van-der",psychologenpraktijk,Laan Gz Psycholoog J J van der - Slochteren,Turfschipperslaan 6,9621 CL ,Slochteren,53.219963,6.806258,,0598-421180,
Groningen,"/zorgorganisatie/793215/fysiotherapiepraktijk/stadskanaal/fysiotherapie-mantinghcentrum-stadskanaal",fysiotherapiepraktijk,Fysiotherapie Mantinghcentrum Stadskanaal - Stadskanaal,Blokwieke 94-a,9501 EZ ,Stadskanaal,52.992306,6.952030,,0599-618872,
Groningen,"/zorgorganisatie/796194/fysiotherapiepraktijk/stadskanaal/fysiotherapie-mantinghcentrum-stadskanaal",fysiotherapiepraktijk,Fysiotherapie Mantinghcentrum Stadskanaal - Stadskanaal,Blokwieke 94,9501 EZ ,Stadskanaal,52.992306,6.952030,,0599-610872,
Groningen,"/zorgorganisatie/794984/fysiotherapiepraktijk/stadskanaal/roukema-jelies-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Roukema/Jelies Praktijk voor Fysiotherapie - Stadskanaal,Burg van Sevenhovenstr 68-a,9503 CG ,Stadskanaal,52.986134,6.946385,,0599-612715,
Groningen,"/zorgorganisatie/807622/logopediepraktijk/stadskanaal/spraakfonds-het",logopediepraktijk,Spraakfonds Het - Stadskanaal,Westerwoldselaan 14,9501 VR ,Stadskanaal,52.984638,6.959107,,0599-652103,
